City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
347,Ranchuelo,CU,22.3772,-80.1489,83.48,68,66,14.58,broken clouds
348,Filiatra,GR,37.15,21.5833,49.69,69,100,8.12,overcast clouds
349,Buala,SB,-8.145,159.5921,83.08,75,71,4.52,light rain
350,Mandalgovi,MN,45.7625,106.2708,7.75,74,2,6.42,clear sky
351,Tateyama,JP,34.9833,139.8667,36.1,54,79,12.84,broken clouds
352,Cabo San Lucas,MX,22.8909,-109.9124,73.51,67,76,3.0,broken clouds
353,Eureka,US,40.8021,-124.1637,54.75,73,68,5.99,broken clouds
354,Boras,SE,57.721,12.9401,41.9,90,100,9.69,overcast clouds
355,Grindavik,IS,63.8424,-22.4338,37.35,87,75,21.85,broken clouds
356,Constitucion,CL,-35.3333,-72.4167,66.74,61,3,14.58,clear sky
357,Komsomolskiy,UZ,40.4272,71.7189,30.92,64,100,0.0,mist
358,Homer,US,59.6425,-151.5483,41.77,90,100,5.01,overcast clouds
359,Paris,FR,48.8534,2.3488,36.14,77,100,5.75,overcast clouds
360,Marsh Harbour,BS,26.5412,-77.0636,71.24,72,49,19.51,scattered clouds
361,Honningsvag,NO,70.9821,25.9704,31.75,74,13,14.97,snow
362,Miri,MY,4.4148,114.0089,75.34,94,40,5.75,scattered clouds
363,Khatanga,RU,71.9667,102.5,-31.92,96,30,6.64,scattered clouds
364,Korla,CN,41.7597,86.1469,14.29,73,57,2.55,broken clouds
365,Voi,KE,-3.3945,38.563,67.84,94,3,2.55,clear sky
366,Santa Cruz,BO,-17.8,-63.1667,86.05,66,75,6.91,broken clouds
367,Avila,ES,40.5833,-5.0,30.65,90,85,4.83,overcast clouds
368,Novoagansk,RU,61.9449,76.6625,-2.51,98,58,7.25,broken clouds
369,Ushuaia,AR,-54.8,-68.3,58.66,47,40,20.71,scattered clouds
370,La Asuncion,VE,11.0333,-63.8628,73.81,81,8,13.22,clear sky
371,Tecoanapa,MX,16.5167,-98.75,82.81,60,0,8.63,clear sky
372,Aleksandrov Gay,RU,50.147,48.5704,20.44,93,100,5.12,overcast clouds
373,Havelock,US,34.8791,-76.9013,55.38,64,0,8.05,clear sky
374,Christchurch,NZ,-43.5333,172.6333,71.33,68,20,6.91,few clouds
375,La Rioja,ES,42.25,-2.5,29.98,96,100,7.87,overcast clouds
376,Kisanga,TZ,-7.4362,37.7034,72.84,90,8,4.85,clear sky
377,Kropotkin,RU,45.4375,40.5756,35.71,79,100,7.0,overcast clouds
378,Port Blair,IN,11.6667,92.75,80.64,74,40,6.91,mist
379,Kemijarvi,FI,66.7131,27.4306,22.62,94,91,10.02,overcast clouds
380,Taoudenni,ML,22.6783,-3.9836,59.14,24,66,3.29,broken clouds
381,Ihosy,MG,-22.4,46.1167,69.13,89,94,13.04,overcast clouds
382,Mount Clemens,US,42.5973,-82.878,30.36,79,100,3.44,overcast clouds
383,Vila Franca Do Campo,PT,37.7167,-25.4333,55.81,82,44,7.94,scattered clouds
384,Guerrero Negro,MX,27.9769,-114.0611,65.41,35,69,7.18,broken clouds
385,Kerrville,US,30.0474,-99.1403,60.55,88,100,9.22,overcast clouds
386,Impfondo,CG,1.6381,18.0667,74.07,68,85,0.69,light rain
387,Plettenberg Bay,ZA,-34.0527,23.3716,63.07,67,100,7.81,overcast clouds
388,Kapit,MY,2.0167,112.9333,72.73,100,88,1.12,overcast clouds
389,Tacuati,PY,-23.45,-56.5833,81.84,66,95,3.49,overcast clouds
390,Yanam,IN,16.7333,82.2167,70.41,88,44,4.65,scattered clouds
391,Srednekolymsk,RU,67.45,153.6833,-22.77,99,100,2.84,overcast clouds
392,Bairiki,KI,1.3292,172.9752,84.2,84,20,12.66,light rain
393,Vila,PT,42.0304,-8.1588,31.08,81,11,5.32,few clouds
394,Aykhal,RU,66.0,111.5,-27.72,100,94,4.21,overcast clouds
395,Carutapera,BR,-1.195,-46.02,75.38,89,57,5.46,broken clouds
396,Randolph,US,35.7001,-79.8164,56.3,26,0,8.05,clear sky
397,Ust-Maya,RU,60.4167,134.5333,-56.78,100,91,1.14,overcast clouds
398,Fengcheng,CN,40.4536,124.0717,9.09,90,99,1.25,overcast clouds
399,Necochea,AR,-38.5473,-58.7368,68.95,74,7,13.31,clear sky
400,Quzhou,CN,28.9594,118.8686,31.98,59,0,3.8,clear sky
401,Ostrovnoy,RU,68.0531,39.5131,27.14,90,100,21.85,overcast clouds
402,Dongzhen,CN,22.3797,110.9389,46.27,43,6,4.25,clear sky
403,Gelibolu,TR,40.4103,26.6708,41.38,75,78,8.97,broken clouds
404,Sitrah,BH,26.1547,50.6206,61.95,61,0,9.22,clear sky
405,Tamiahua,MX,21.2667,-97.45,71.82,77,27,8.12,scattered clouds
406,Kahului,US,20.8947,-156.47,70.84,88,100,3.44,moderate rain
407,Mata,PT,40.683,-7.4592,38.93,87,17,5.93,few clouds
408,Oktyabrskiy,RU,54.4815,53.471,0.66,99,89,4.83,overcast clouds
409,Jining,CN,35.405,116.5814,24.91,36,0,4.07,clear sky
410,Behbahan,IR,30.5959,50.2417,50.09,55,4,3.18,clear sky
411,Saryg-Sep,RU,51.5,95.6,-14.4,98,69,3.51,broken clouds
412,Quime,BO,-16.9833,-67.2167,53.58,95,100,4.52,overcast clouds
413,Pemangkat,ID,1.1667,108.9667,75.42,93,100,8.34,light rain
414,Vigrestad,NO,58.5667,5.7,42.48,89,98,17.16,overcast clouds
415,Muros,ES,42.7762,-9.0603,42.84,80,38,15.17,scattered clouds
416,Pontianak,ID,-0.0333,109.3333,75.18,100,75,3.44,broken clouds
417,Quatre Cocos,MU,-20.2078,57.7625,77.09,86,93,3.89,overcast clouds
418,Teguldet,RU,57.3064,88.1667,16.77,92,100,13.13,light snow
419,Nytva,RU,57.9404,55.334,-4.67,100,100,3.6,overcast clouds
420,Saint-Francois,FR,46.4154,3.9054,35.04,75,100,6.91,overcast clouds
421,Aswan,EG,24.0934,32.907,67.3,34,0,3.44,clear sky
422,Sokoni,TZ,-6.4333,39.55,79.65,75,5,12.28,clear sky
423,Taixing,CN,32.1667,120.0136,31.24,53,1,7.67,clear sky
424,Mingaora,PK,34.7758,72.3625,48.15,61,100,5.46,overcast clouds
425,Fairview,US,40.8126,-73.999,50.43,43,0,8.05,clear sky
426,Norilsk,RU,69.3535,88.2027,-6.27,99,98,4.76,overcast clouds
427,Mundra,IN,22.85,69.7333,63.61,33,0,10.85,clear sky
428,Negombo,LK,7.2083,79.8358,69.85,88,100,5.75,overcast clouds
429,Olenegorsk,RU,68.15,33.3,21.67,94,66,7.9,broken clouds
430,Kruisfontein,ZA,-34.0033,24.7314,59.88,71,98,12.03,overcast clouds
431,Sawakin,SD,19.1059,37.3321,74.28,80,69,5.66,broken clouds
432,Gazli,UZ,40.1333,63.45,27.01,64,53,10.13,broken clouds
433,Ahipara,NZ,-35.1667,173.1667,74.62,74,99,10.87,overcast clouds
434,Glenwood Springs,US,39.5505,-107.3248,34.34,81,87,7.09,overcast clouds
435,Hun,LY,29.1268,15.9477,47.64,31,0,2.21,clear sky
436,New Norfolk,AU,-42.7826,147.0587,66.92,42,53,1.88,broken clouds
437,Jacqueville,CI,5.2052,-4.4146,79.68,87,32,11.23,scattered clouds
438,Iralaya,HN,15.0,-83.2333,78.13,77,79,11.05,broken clouds
439,Kalmunai,LK,7.4167,81.8167,70.79,85,100,8.55,overcast clouds
440,Znamenskoye,RU,57.1281,73.8282,7.75,100,99,4.7,overcast clouds
441,Kupang,ID,-10.1667,123.5833,79.38,94,20,1.14,few clouds
442,Evensk,RU,61.95,159.2333,16.88,87,91,14.99,overcast clouds
443,Chivilcoy,AR,-34.8957,-60.0167,80.6,38,0,8.88,clear sky
444,Careiro Da Varzea,BR,-3.2003,-59.8119,77.63,92,97,4.23,overcast clouds
445,Abnub,EG,27.2696,31.1511,62.82,20,3,0.89,clear sky
446,Martin,US,27.0837,-80.4164,72.97,78,100,12.21,overcast clouds
447,Anloga,GH,5.7947,0.8973,80.8,84,85,10.49,overcast clouds
448,Gorontalo,ID,0.5412,123.0595,75.61,94,88,3.15,overcast clouds
449,Vidim,RU,56.4088,103.1106,14.2,96,100,4.21,light snow
450,Santiago Del Estero,AR,-27.7951,-64.2615,80.55,74,50,3.74,scattered clouds
451,Itarema,BR,-2.9248,-39.9167,79.57,78,11,13.2,few clouds
452,San Policarpio,PH,12.0675,124.5625,75.38,91,84,9.64,broken clouds
453,Bilibino,RU,68.0546,166.4372,-9.87,100,43,4.03,scattered clouds
454,Atambua,ID,-9.1061,124.8925,76.5,83,68,0.6,broken clouds
455,Santo Antonio Do Ica,BR,-3.1022,-67.9397,75.27,95,96,0.27,overcast clouds
456,Zawadzkie,PL,50.605,18.4847,29.84,88,96,7.49,overcast clouds
457,Prado,BR,-17.3411,-39.2208,76.64,88,91,6.13,overcast clouds
458,Mareeba,AU,-17.0,145.4333,78.44,87,40,5.68,scattered clouds
459,Mamou,GN,10.5,-12.0,73.69,36,88,2.66,overcast clouds
460,Fairbanks,US,64.8378,-147.7164,17.6,85,100,0.0,overcast clouds
461,Valle De Allende,MX,26.9333,-105.4,70.0,17,94,8.41,overcast clouds
462,Rio Grande,BR,-32.035,-52.0986,75.31,86,88,15.93,overcast clouds
463,Damietta,EG,31.4165,31.8133,60.69,67,49,8.61,scattered clouds
464,Flinders,AU,-34.5833,150.8552,83.05,84,83,5.01,broken clouds
465,Bubaque,GW,11.2833,-15.8333,76.73,81,53,12.35,broken clouds
466,Santiago,CL,-33.4569,-70.6483,90.84,24,0,20.71,clear sky
467,Gizo,SB,-8.103,156.8419,83.7,71,20,4.74,light rain
468,Khani,GE,41.9563,42.9566,33.37,71,100,3.65,overcast clouds
469,Saint George,US,37.1041,-113.5841,55.26,37,0,4.61,clear sky
470,Svetlaya,RU,46.5389,138.3297,-3.95,71,72,8.28,broken clouds
471,Caxito,AO,-8.5785,13.6643,75.42,90,97,2.51,overcast clouds
472,Uri,IN,34.0833,74.0333,40.78,80,100,8.57,overcast clouds
473,Fargo,US,46.8772,-96.7898,-4.02,74,0,5.75,clear sky
474,Hamilton,US,39.1834,-84.5333,55.35,44,40,17.27,scattered clouds
475,Hay River,CA,60.8156,-115.7999,-7.62,71,20,14.97,few clouds
476,Marienburg,PL,54.0359,19.0266,37.04,87,49,9.98,scattered clouds
477,Caravelas,BR,-17.7125,-39.2481,76.35,88,83,4.99,broken clouds
478,Natitingou,BJ,10.3042,1.3796,77.92,15,65,5.19,broken clouds
479,Hua Hin,TH,12.5707,99.9588,69.82,73,20,3.44,few clouds
480,Narsaq,GL,60.9167,-46.05,5.16,76,14,13.62,few clouds
481,Mulege,MX,26.8833,-111.9833,69.58,33,83,4.18,broken clouds
482,Cabedelo,BR,-6.9811,-34.8339,81.27,67,13,13.22,few clouds
483,Beloha,MG,-25.1667,45.05,76.55,87,100,21.59,light rain
484,Harper,LR,4.375,-7.7169,78.78,87,27,9.33,scattered clouds
485,Baker City,US,44.7749,-117.8344,33.6,71,100,12.66,light snow
486,Dunedin,NZ,-45.8742,170.5036,68.81,62,5,5.99,clear sky
487,Rincon,US,32.296,-81.2354,55.36,54,68,6.17,broken clouds
488,Asyut,EG,27.181,31.1837,62.78,22,2,1.52,clear sky
489,Vostok,RU,46.4856,135.8833,-27.96,98,35,4.47,scattered clouds
490,Soledad,CO,10.9184,-74.7646,82.53,61,0,14.97,clear sky
491,Yurginskoye,RU,56.8189,67.3921,7.5,100,95,6.38,overcast clouds
492,Jinchang,CN,38.4953,102.1739,19.44,29,3,3.02,clear sky
493,Jackson,US,42.4165,-122.8345,51.75,52,0,4.61,clear sky
494,Nakusp,CA,50.2499,-117.8023,35.94,48,86,1.14,overcast clouds
495,Guiyang,CN,26.5833,106.7167,30.69,74,20,2.24,few clouds
496,Tornio,FI,65.8481,24.1466,28.42,88,63,8.9,broken clouds
497,Tabriz,IR,38.08,46.2919,27.86,74,100,6.91,overcast clouds
498,Kununurra,AU,-15.7667,128.7333,78.78,78,100,10.36,overcast clouds
499,Yangambi,CD,0.8102,24.4336,69.87,94,50,3.24,scattered clouds
500,Goderich,CA,43.7501,-81.7165,28.9,80,100,10.36,light snow
501,Dhone,IN,15.4167,77.8833,65.66,58,1,7.11,clear sky
502,San Andres,CO,12.5847,-81.7006,80.62,78,75,17.27,broken clouds
503,Olhao,PT,37.0286,-7.8411,48.09,56,0,6.91,clear sky
504,Pochutla,MX,15.7432,-96.4661,88.83,48,10,6.76,clear sky
505,Alofi,NU,-19.0595,-169.9187,82.29,78,94,5.75,overcast clouds
506,Cancun,MX,21.1743,-86.8466,78.06,78,43,9.08,scattered clouds
507,Pisco,PE,-13.7,-76.2167,73.45,88,20,4.61,light rain
508,San Juan,AR,-31.5375,-68.5364,90.37,27,6,12.37,clear sky
509,Orcopampa,PE,-15.2661,-72.3417,49.91,86,92,8.84,heavy intensity rain
510,Koumac,NC,-20.5667,164.2833,78.44,83,100,2.89,light rain
511,Butembo,CD,0.15,29.2833,61.54,60,82,3.04,broken clouds
512,Warrington,GB,53.3925,-2.5802,44.87,96,100,5.75,overcast clouds
513,Kuala Terengganu,MY,5.3302,103.1408,80.98,88,40,5.75,light rain
514,Denizli,TR,37.8402,29.0698,43.29,90,35,1.83,scattered clouds
515,Balakhonovskoye,RU,44.7767,41.7842,33.87,92,100,6.49,overcast clouds
516,Rawson,AR,-43.3002,-65.1023,81.63,27,0,14.63,clear sky
517,Floriano,BR,-6.7669,-43.0225,81.14,57,40,4.12,scattered clouds
518,Marabba,SD,12.35,32.1833,77.67,16,53,9.48,broken clouds
519,Namatanai,PG,-3.6667,152.4333,83.86,69,86,3.94,overcast clouds
520,Buzmeyin,TM,38.0507,58.2056,26.33,86,1,2.3,mist
521,Inongo,CD,-1.95,18.2667,74.75,77,91,3.53,overcast clouds
522,Te Anau,NZ,-45.4167,167.7167,72.05,34,4,1.41,clear sky
523,Richards Bay,ZA,-28.783,32.0377,74.86,88,56,18.41,light rain
524,Acajutla,SV,13.5928,-89.8275,84.58,54,77,3.33,broken clouds
525,Panjab,AF,34.388,67.0233,13.71,97,100,4.56,overcast clouds
526,Buturlino,RU,55.5667,44.8974,16.3,96,100,4.99,overcast clouds
527,Virginia Beach,US,36.8529,-75.978,57.27,47,75,8.05,broken clouds
528,Porto Novo,BJ,6.4965,2.6036,82.22,84,95,8.03,overcast clouds
529,Batticaloa,LK,7.7102,81.6924,71.51,86,100,8.66,overcast clouds
530,Whakatane,NZ,-37.9585,176.9854,73.78,99,100,4.0,overcast clouds
531,Aracati,BR,-4.5617,-37.7697,80.6,71,13,14.32,few clouds
532,Abilene,US,32.4487,-99.7331,66.42,49,0,19.57,clear sky
533,Luau,AO,-10.7073,22.2247,64.45,96,100,2.19,overcast clouds
534,Lapua,FI,62.9693,23.0088,32.68,73,37,13.09,scattered clouds
535,Jalu,LY,29.0331,21.5482,54.93,46,0,9.15,clear sky
536,Laguna,US,38.421,-121.4238,62.31,46,0,3.44,clear sky
537,Inhambane,MZ,-23.865,35.3833,74.16,92,5,3.22,clear sky
538,Puerto Escondido,MX,15.85,-97.0667,82.04,56,4,3.83,clear sky
539,Okha,RU,53.5739,142.9478,-12.42,88,100,16.93,overcast clouds
540,Mbaiki,CF,3.8678,17.9892,73.45,45,95,3.44,overcast clouds
541,Miquelon,PM,47.0975,-56.3814,32.0,65,96,11.63,overcast clouds
542,Coahuayana,MX,18.7333,-103.6833,84.02,42,50,5.99,scattered clouds
543,Jucurutu,BR,-6.0339,-37.0203,84.65,49,4,7.25,clear sky
544,Pevek,RU,69.7008,170.3133,12.74,81,78,15.64,broken clouds
545,Asmar,AF,35.0333,71.3581,46.04,75,100,10.85,overcast clouds
546,Kudahuvadhoo,MV,2.6708,72.8944,80.55,74,63,9.75,broken clouds
547,Kaeo,NZ,-35.1,173.7833,74.32,89,100,9.73,overcast clouds
548,Longyearbyen,SJ,78.2186,15.6401,24.64,68,75,18.41,light snow
549,Boizenburg,DE,53.3833,10.7167,37.13,82,100,9.95,overcast clouds
550,Xining,CN,36.6167,101.7667,18.75,34,31,2.21,scattered clouds
551,Mao,ES,39.8885,4.2658,46.96,76,40,19.57,scattered clouds
552,Kalabo,ZM,-14.97,22.6814,67.1,94,100,6.58,overcast clouds
553,Ahuimanu,US,21.4447,-157.8378,74.61,87,100,4.0,light rain
554,Hualmay,PE,-11.0964,-77.6139,73.6,77,100,9.62,overcast clouds
555,Humaita,BR,-7.5061,-63.0208,74.01,94,99,1.43,overcast clouds
556,Yaan,NG,7.3833,8.5667,83.21,58,86,11.43,overcast clouds
557,Tessalit,ML,20.1986,1.0114,53.67,14,40,7.92,scattered clouds
558,Plaster Rock,CA,46.9065,-67.39,32.59,90,94,12.64,light snow
559,Boyolangu,ID,-8.1181,111.8935,74.08,95,100,1.01,overcast clouds
560,Camopi,GF,3.1655,-52.3158,71.38,99,79,2.71,broken clouds
561,Canchungo,GW,12.0672,-16.0333,77.13,69,27,5.95,scattered clouds
562,Saint-Joseph,RE,-21.3667,55.6167,77.38,89,100,5.46,overcast clouds
563,Cockburn Town,TC,21.4612,-71.1419,76.96,61,40,13.8,scattered clouds
564,Akhmim,EG,26.5622,31.745,62.8,25,3,4.7,clear sky
565,Jiazi,CN,22.8779,116.067,45.86,56,20,10.13,few clouds
566,Tilichiki,RU,60.4667,166.1,25.56,88,94,11.12,overcast clouds
567,Beringovskiy,RU,63.05,179.3167,17.28,99,28,5.66,scattered clouds
568,Poso,ID,-1.3959,120.7524,79.34,79,97,1.99,overcast clouds
569,Aksarka,RU,66.5606,67.7975,-10.52,100,99,1.39,overcast clouds
570,Agua De Dios,CO,4.3765,-74.67,82.42,59,9,0.49,clear sky
571,Fare,PF,-16.7,-151.0167,81.28,73,1,14.09,light rain
572,Poum,NC,-20.2333,164.0167,77.85,85,100,7.63,moderate rain
573,Schattdorf,CH,46.8655,8.6547,33.33,88,73,5.41,broken clouds
574,Pierre,US,44.3683,-100.351,4.86,69,100,12.66,overcast clouds
575,Ilulissat,GL,69.2167,-51.1,6.44,92,100,15.93,overcast clouds
576,Isangel,VU,-19.55,169.2667,86.11,79,75,4.61,broken clouds
577,Teahupoo,PF,-17.8333,-149.2667,80.56,75,9,11.79,clear sky
578,Bonfim,BR,3.0833,-59.95,85.77,40,41,9.8,scattered clouds
579,Chara,RU,56.9064,118.2631,-8.05,82,91,1.36,overcast clouds
580,Kismayo,SO,-0.3582,42.5454,76.32,78,1,15.84,clear sky
581,Vicksburg,US,32.3526,-90.8779,69.53,40,20,13.8,few clouds
582,Dandong,CN,40.1292,124.3947,10.56,85,82,2.46,broken clouds
583,Boende,CD,-0.2167,20.8667,70.97,92,94,3.78,light rain
584,Ugoofaaru,MV,5.6667,73.0,79.39,77,0,7.16,clear sky
585,Bontang,ID,0.1333,117.5,75.78,91,99,5.64,overcast clouds
586,Rio Gallegos,AR,-51.6226,-69.2181,77.05,18,0,20.71,clear sky
587,Puerto Del Rosario,ES,28.5004,-13.8627,60.55,63,40,9.22,scattered clouds
588,Rudbar,AF,30.15,62.6,44.62,78,100,2.89,overcast clouds
589,Gander,CA,48.9682,-54.5906,23.16,67,20,5.75,few clouds
590,Penzance,GB,50.1186,-5.5371,45.28,75,39,2.46,scattered clouds
591,Atlantic City,US,39.3643,-74.4229,46.08,80,24,7.0,few clouds
592,Turukhansk,RU,65.8167,87.9833,10.83,95,100,8.57,light snow
593,Ilabaya,PE,-17.4208,-70.5133,67.51,87,100,5.75,overcast clouds
594,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,78.89,70,9,9.31,clear sky
595,Bartlesville,US,36.7473,-95.9808,61.18,61,71,4.0,broken clouds
596,Puerto Leguizamo,CO,-0.1934,-74.7819,80.69,54,9,1.03,clear sky
597,Myanaung,MM,18.2833,95.3167,67.64,64,0,2.1,clear sky
598,Gewane,ET,10.1664,40.6453,72.01,69,2,6.17,clear sky
599,Praya,CV,14.9215,-23.5087,70.34,78,0,18.41,clear sky
600,Clyde River,CA,70.4692,-68.5914,-5.57,71,100,6.91,light snow
601,Puerto Lempira,HN,15.2667,-83.7667,78.04,75,56,9.13,broken clouds
602,Port Keats,AU,-14.25,129.55,80.92,84,100,4.09,overcast clouds
603,Dhidhdhoo,MV,6.8833,73.1,80.01,76,15,8.28,few clouds
604,College,US,64.8569,-147.8028,17.58,87,100,1.07,overcast clouds
605,Saint-Pierre,RE,-21.3393,55.4781,78.48,78,0,4.61,clear sky
606,Leningradskiy,RU,69.3833,178.4167,2.39,94,100,7.83,overcast clouds
607,Puerto Maldonado,PE,-12.6,-69.1833,79.2,78,75,4.61,broken clouds
608,Merauke,ID,-8.4667,140.3333,79.41,86,100,4.56,overcast clouds
609,Altamira,BR,-3.2033,-52.2064,73.11,96,99,2.91,overcast clouds
610,Birjand,IR,32.8663,59.2211,30.67,100,40,0.0,scattered clouds
611,Tongren,CN,27.7172,109.1853,38.55,53,12,1.59,few clouds
612,Juventino Rosas,MX,20.65,-101.0,72.68,15,49,8.34,scattered clouds
613,Waipawa,NZ,-41.4122,175.5153,71.19,75,100,7.38,overcast clouds
614,Cooma,AU,-36.2333,149.1333,76.68,45,100,6.73,moderate rain
615,Muravlenko,RU,63.7898,74.523,1.62,97,96,11.48,overcast clouds
616,Sarh,TD,9.1429,18.3923,71.51,68,0,0.0,clear sky
617,Opunake,NZ,-39.4556,173.8583,72.84,82,91,4.5,overcast clouds
618,Waycross,US,31.2136,-82.354,59.23,43,0,4.61,clear sky
619,Shenzhen,CN,22.5455,114.0683,52.14,37,7,7.74,clear sky
620,Ostend,BE,51.2234,2.9119,39.09,82,75,4.61,broken clouds
621,Lazaro Cardenas,MX,17.9583,-102.2,82.89,48,3,10.58,clear sky
622,Melur,IN,10.05,78.3333,67.35,83,74,6.89,broken clouds
623,Kumburgaz,TR,41.0211,28.4772,41.58,72,100,11.32,overcast clouds
624,Alice Springs,AU,-23.7,133.8833,80.15,74,100,1.14,overcast clouds
625,Salinopolis,BR,-0.6136,-47.3561,77.41,84,95,6.31,light rain
626,Lakes Entrance,AU,-37.8811,147.981,73.17,72,100,6.46,overcast clouds
627,Manitouwadge,CA,49.1215,-85.8403,-14.58,97,100,2.64,overcast clouds
628,Dikson,RU,73.5069,80.5464,-13.97,97,98,6.53,overcast clouds
629,Elat,IL,29.5581,34.9482,62.44,51,75,6.91,broken clouds
630,Tucuma,BR,-0.1833,-50.05,74.93,92,95,5.35,overcast clouds
631,Masyaf,SY,35.0653,36.3406,46.24,90,54,3.15,broken clouds
632,Methoni,GR,36.8197,21.7049,50.22,75,100,6.35,overcast clouds
633,Porkhov,RU,57.765,29.5561,23.77,92,99,10.6,overcast clouds
634,Tezu,IN,27.9167,96.1667,60.31,33,0,4.34,clear sky
635,Yumen,CN,40.2833,97.2,15.48,35,59,10.16,broken clouds
636,Faya,SA,18.3851,42.4509,52.32,78,2,1.39,clear sky
637,La Libertad,EC,-2.2333,-80.9,82.06,74,0,11.5,clear sky
638,Yamethin,MM,20.4333,96.15,67.3,53,3,3.42,clear sky
639,Isiro,CD,2.7739,27.616,74.57,48,98,2.91,overcast clouds
640,Grafton,US,42.207,-71.6856,43.92,51,79,4.32,broken clouds
641,Bonthe,SL,7.5264,-12.505,77.7,88,15,8.12,few clouds
642,Finschhafen,PG,-6.6024,147.8681,84.33,68,82,4.92,broken clouds
643,Quartucciu,IT,39.2519,9.1794,44.01,80,0,2.3,clear sky
644,Naze,JP,28.3667,129.4833,45.52,69,93,10.29,overcast clouds
645,Glendive,US,47.1053,-104.7125,5.49,72,100,10.0,overcast clouds
646,Babushkin,RU,51.7122,105.8647,10.72,89,78,5.35,broken clouds
647,Zemaiciu Naumiestis,LT,55.3592,21.7022,31.24,96,98,11.27,light snow
648,Usinsk,RU,65.9939,57.5281,13.05,95,99,14.0,overcast clouds
649,Sitka,US,57.0531,-135.33,41.11,59,11,3.04,few clouds
650,Andros,GR,37.8333,24.9333,54.16,66,72,8.28,broken clouds
651,Kolondieba,ML,11.0882,-6.8926,77.56,16,98,5.12,overcast clouds
652,Erenhot,CN,43.6475,111.9767,7.75,85,4,6.8,clear sky
653,San Luis,AR,-33.295,-66.3356,81.77,49,36,10.94,scattered clouds
654,Assiniboia,CA,49.6334,-105.9845,-2.38,71,100,16.11,overcast clouds
655,Sao Sebastiao,BR,-23.76,-45.4097,76.66,93,33,5.84,scattered clouds
656,Taganak,PH,6.0833,118.3,75.34,79,58,10.78,broken clouds
657,Lompoc,US,34.6391,-120.4579,62.85,72,0,15.01,clear sky
658,Ponta Delgada,PT,37.7333,-25.6667,56.12,82,40,9.22,scattered clouds
659,Klichka,RU,50.4457,117.996,-20.81,100,97,3.47,overcast clouds
660,Araouane,ML,18.9048,-3.5265,55.8,14,33,6.51,scattered clouds
661,High Level,CA,58.5169,-117.136,1.51,66,20,9.22,few clouds
662,San Francisco,US,37.7749,-122.4194,63.05,74,4,17.0,clear sky
663,Killybegs,IE,54.6333,-8.45,43.74,76,96,11.32,overcast clouds
664,Kabakovo,RU,54.5369,56.1517,16.09,86,100,6.71,overcast clouds
665,Tofield,CA,53.3668,-112.6686,3.27,85,87,16.82,overcast clouds
666,Sarangani,PH,5.4033,125.4636,77.77,87,100,8.46,overcast clouds
667,Mountain Brook,US,33.5009,-86.7522,56.28,51,100,6.53,overcast clouds
668,Rosario,AR,-32.9468,-60.6393,87.94,44,0,5.75,clear sky
669,Elizabeth City,US,36.2946,-76.2511,53.62,53,43,5.32,scattered clouds
670,Wonthaggi,AU,-38.6044,145.5913,65.82,87,100,5.79,light rain
671,Surt,LY,31.2089,16.5887,56.66,34,0,7.94,clear sky
672,Moerai,PF,-22.4333,-151.3333,79.23,77,51,10.49,broken clouds
673,Mbanza-Ngungu,CD,-5.25,14.8667,67.6,95,66,3.49,light rain
674,Asbe Teferi,ET,9.0833,40.8667,58.95,68,0,2.98,clear sky
675,Vallenar,CL,-28.5708,-70.7581,79.52,39,0,6.13,clear sky
676,Rosetta,EG,31.4044,30.4164,59.77,72,13,5.97,few clouds
677,Pskov,RU,57.8136,28.3496,24.71,86,100,11.18,light snow
678,Lano,NG,10.1725,11.4715,80.42,18,61,1.01,broken clouds
679,Baherden,TM,38.4362,57.4316,36.28,63,4,5.3,clear sky
680,Severobaykalsk,RU,55.65,109.3167,-0.96,90,61,5.32,broken clouds
681,La Massana,AD,42.5667,1.4833,11.88,93,47,5.97,scattered clouds
682,Moryakovskiy Zaton,RU,56.6956,84.6467,17.02,93,100,11.23,light snow
683,Karangasem,ID,-8.45,115.6167,76.51,86,100,4.29,overcast clouds
684,Neiafu,TO,-18.65,-173.9833,83.08,83,40,5.75,scattered clouds
685,Alyangula,AU,-13.8483,136.4192,82.69,80,100,9.44,overcast clouds
686,Huilong,CN,31.8111,121.655,27.93,55,2,9.19,clear sky
687,Sovetskiy,RU,61.3614,63.5842,8.53,96,52,6.49,broken clouds
688,Chingirlau,KZ,51.095,54.0814,-1.08,99,37,4.05,scattered clouds
689,Acari,PE,-15.4311,-74.6158,77.4,73,96,6.85,overcast clouds
690,Blythe,US,33.6103,-114.5964,66.04,16,0,0.76,clear sky
691,Manga,BF,11.6636,-1.0731,74.79,14,62,9.26,broken clouds
692,Bowen,AU,-20.0167,148.2333,82.96,69,59,13.24,broken clouds
693,Mercedes,AR,-34.6515,-59.4307,83.86,40,0,8.57,clear sky
694,Graaff-Reinet,ZA,-32.2522,24.5308,56.91,93,100,15.97,light rain
695,Bonavista,CA,48.6499,-53.1147,27.45,70,17,11.63,few clouds
696,Luganville,VU,-15.5333,167.1667,85.68,68,9,6.35,clear sky
697,Bolgatanga,GH,10.7856,-0.8514,77.41,17,26,6.38,scattered clouds
